"103,31.38,15.97,871127,871127,0,A,salida"
"104,35.41,30.34,874273,874273,0,A,salida"
"105,18.66,37.13,879384,879627,243,A,salida"
"106,30.75,27.63,898035,897917,-118,B,entrada"
"107,97.89,36.00,901319,901568,249,A,salida"
"108,31.78,999.00,905338,905137,-201,B,entrada"
"109,24.64,28.78,908183,908485,302,A,salida"
"110,32.83,27.73,913709,913589,-120,B,entrada"
"111,30.49,18.73,917603,917603,0,A,salida"
"112,35.64,83.85,922040,921856,-184,B,entrada"
"113,31.78,35.52,926684,926861,177,A,salida"
"114,35.64,35.00,931136,931136,0,A,salida"
"115,25.52,24.73,934876,935118,242,A,salida"
"116,39.77,999.00,938927,938783,-144,B,entrada"
"117,17.06,18.09,942157,942275,118,A,salida"
"118,35.40,36.34,945676,945616,-60,B,entrada"
"119,26.09,29.67,949447,949566,119,A,salida"
"120,38.16,22.71,953233,953175,-58,B,entrada"
"121,26.96,29.03,957032,957272,240,A,salida"
"122,36.56,31.88,960812,960812,0,A,salida"
"123,26.21,29.40,963013,963132,119,A,salida"
"124,39.19,37.35,966336,965013,-1323,B,entrada"
"125,37.25,35.76,968893,967963,-930,B,entrada"
"126,32.57,16.17,971589,971589,0,A,salida"
"127,37.23,36.44,974904,974537,-367,B,entrada"
"128,35.41,15.86,978260,978318,58,A,salida"
"129,36.08,36.44,981711,981588,-123,B,entrada"
"130,22.45,26.75,986887,987062,175,A,salida"
"131,35.40,32.52,990343,990283,-60,B,entrada"
"132,17.39,38.74,994217,994398,181,A,salida"
"133,28.69,28.78,996968,996785,-183,B,entrada"
"134,29.45,18.40,999726,999726,0,A,salida"
"135,35.40,30.08,1002164,1001861,-303,B,entrada"
"136,27.92,32.93,1005565,1005937,372,A,salida"
"137,36.32,32.52,1008114,1007994,-120,B,entrada"
"138,17.72,20.32,1010563,1010800,237,A,salida"
"139,35.86,38.06,1014277,1014217,-60,B,entrada"
"140,17.72,29.40,1017180,1017180,0,A,salida"
"141,30.24,31.90,1020494,1020553,59,A,salida"
"142,29.21,35.52,1023521,1023638,117,A,salida"
"143,32.16,30.44,1026012,1025954,-58,B,entrada"
"144,25.06,29.31,1028470,1028644,174,A,salida"
"145,29.21,29.05,1030448,1030329,-119,B,entrada"
"146,37.23,35.76,1033279,1033337,58,A,salida"
"147,33.10,30.08,1035579,1035461,-118,B,entrada"
"148,33.34,37.37,1038593,1038773,180,A,salida"
"149,36.99,32.19,1040834,1040590,-244,B,entrada"
"150,32.31,36.91,1044577,1044945,368,A,salida"
"151,35.88,83.81,1047265,1047140,-125,B,entrada"
"id,dist_a,dist_b,tiempo_a,tiempo_b,delta_ms,primero,etiqueta"
"1,11.51,35.88,22659,22659,0,A,salida"
"2,39.07,36.43,26769,26649,-120,B,entrada"
"3,32.55,35.52,30625,30893,268,A,salida"
"4,35.16,35.52,35109,34931,-178,B,entrada"
"5,28.67,20.00,38960,38960,0,A,salida"
"6,35.64,31.74,43432,43315,-117,B,entrada"
"7,36.32,16.17,47654,47654,0,A,salida"
"8,39.51,39.19,52433,52374,-59,B,entrada"
"9,32.31,36.44,57425,57603,178,A,salida"
"10,35.64,45.31,62476,62298,-178,B,entrada"
"11,27.65,30.08,72697,72755,58,A,salida"
"12,35.86,16.81,76006,76006,0,A,salida"
"13,100.89,38.28,80630,80814,184,A,salida"
"14,36.77,30.85,83742,83561,-181,B,entrada"
"15,16.76,22.23,88675,88851,176,A,salida"
"16,19.29,19.69,92172,91933,-239,B,entrada"
"17,25.62,29.14,96931,96989,58,A,salida"
"18,37.01,38.74,100606,100548,-58,B,entrada"
"19,22.16,26.75,102735,103035,300,A,salida"
